trailer_title,url,imdb_id,year,rating,votes,genre
SHADOW OF A DOUBT trailer,https://archive.org/download/ShadowOfADoubtTrailer/ShadowOfADoubtTrailer.mp4,0036342,1943,7.8,59030.0,Film-Noir|Thriller
I WALKED WITH A ZOMBIE trailer.,https://archive.org/download/IWalkedWithAZombieTrailer/IWalkedWithAZombieTrailer.mp4,0036027,1943,7.1,11008.0,Drama|Fantasy|Horror
GUADALCANAL DIARY trailer 2,https://archive.org/download/GuadalcanalDiaryTrailer2/GuadalcanalDiaryTrailer2.mp4,0035957,1943,6.7,1963.0,Drama|War
CRASH DIVE trailer,https://archive.org/download/CrashDiveTrailer/CrashDiveTrailer.mp4,0035763,1997,6.3,1363.0,Action|Adventure|Drama|Romance|Thriller|War
THE 7TH VICTIM trailer,https://archive.org/download/The7thVictimTrailer/The7thVictimTrailer.mp4,0036341,1943,6.8,5895.0,Drama|Horror|Mystery
THE GANG'S ALL HERE 1943 trailer,https://archive.org/download/TheGangsAllHere1943Trailer/TheGangsAllHere1943Trailer.mp4,0035916,1943,6.6,1556.0,Comedy|Musical|Romance
BACKGROUND TO DANGER trailer,https://archive.org/download/BackgroundToDangerTrailer/BackgroundToDangerTrailer.mp4,0035659,1943,6.4,1079.0,Drama|Thriller|War
THANK YOUR LUCKY STARS trailer,https://archive.org/download/ThankYourLuckyStarsTrailer/ThankYourLuckyStarsTrailer.mp4,0036422,1943,7.0,1542.0,Comedy|Musical
THE SONG OF BERNADETTE trailer,https://archive.org/download/TheSongOfBernadetteTrailer/TheSongOfBernadetteTrailer.mp4,0036377,1944,7.6,6139.0,Biography|Drama
DESTINATION TOKYO trailer,https://archive.org/download/DestinationTokyoTrailer/DestinationTokyoTrailer.mp4,0035799,1943,7.1,4588.0,Adventure|History|War
BATAAN trailer,https://archive.org/download/BataanTrailer/BataanTrailer.mp4,0035664,1943,6.9,2224.0,Drama|War
WATCH ON THE RHINE trailer,https://archive.org/download/WatchOnTheRhineTrailer/WatchOnTheRhineTrailer.mp4,0036515,1943,7.3,3842.0,Drama
WING AND A PRAYER trailer,https://archive.org/download/WingAndAPrayerTrailer/WingAndAPrayerTrailer.mp4,0037466,1944,6.5,1240.0,Action|Drama|War
ARSENIC AND OLD LACE trailer,https://archive.org/download/ArsenicAndOldLaceTrailer/ArsenicAndOldLaceTrailer.mp4,0036613,1944,8.0,64698.0,Comedy|Crime|Thriller
THE PRINCESS & THE PIRATE trailer,https://archive.org/download/ThePrincessThePirateTrailer/ThePrincessThePirateTrailer.mp4,0037193,1944,7.0,1904.0,Adventure|Comedy|Romance
THE BIG NOISE 1944 trailer,https://archive.org/download/TheBigNoise1944Trailer/TheBigNoiseTrailer.mp4,0036644,1944,6.5,1102.0,Action|Adventure|Comedy|Romance|War
TALL IN THE SADDLE trailer,https://archive.org/download/TallInTheSaddleTrailer/TallInTheSaddleTrailer.mp4,0037343,1944,7.0,2778.0,Mystery|Romance|Western
THIS HAPPY BREED trailer,https://archive.org/download/ThisHappyBreedTrailer/ThisHappyBreedTrailer.mp4,0037367,1944,7.3,2929.0,Comedy|Drama
THE CURSE OF THE CAT PEOPLE trailer,https://archive.org/download/TheCurseOfTheCatPeopleTrailer/TheCurseOfTheCatPeopleTrailer.mp4,0036733,1944,6.8,5765.0,Drama|Horror|Mystery
DOUBLE INDEMNITY trailer,https://archive.org/download/DoubleIndemnityTrailer/DoubleIndemnityTrailer.mp4,0036775,1944,8.3,142175.0,Crime|Drama|Film-Noir|Mystery|Thriller
THE MASK OF DIMITRIOS trailer,https://archive.org/download/TheMaskOfDimitriosTrailer/TheMaskOfDimitriosTrailer.mp4,0037055,1944,7.3,3117.0,Crime|Drama|Film-Noir|Mystery
HOLLYWOOD CANTEEN trailer,https://archive.org/download/HollywoodCanteenTrailer/HollywoodCanteenTrailer.mp4,0036922,1944,7.1,1870.0,Comedy|Musical|Romance
DRAGON SEED trailer,https://archive.org/download/DragonSeedTrailer/DragonSeedTrailer.mp4,0036777,1944,6.1,1065.0,Drama|History|War
PASSAGE TO MARSEILLE trailer,https://archive.org/download/PassageToMarseilleTrailer/PassageToMarseilleTrailer.mp4,0037166,1944,6.8,3942.0,Adventure|Drama|War
TO HAVE AND HAVE NOT trailer,https://archive.org/download/ToHaveAndHaveNotTrailer/ToHaveAndHaveNotTrailer.mp4,0037382,1944,7.8,30747.0,Adventure|Comedy|Film-Noir|Romance|Thriller|War
THE MUMMY'S GHOST trailer,https://archive.org/download/TheMummysGhostTrailer/TheMummysGhostTrailer.mp4,0037099,1944,5.8,2581.0,Fantasy|Horror
THIRTY SECONDS OVER TOKYO trailer,https://archive.org/download/ThirtySecondsOverTokyoTrailer/ThirtySecondsOverTokyoTrailer.mp4,0037366,1944,7.3,5309.0,Drama|History|War
LAURA trailer,https://archive.org/download/LauraTrailer/LauraTrailer.mp4,0037008,1944,8.0,42362.0,Drama|Film-Noir|Mystery
THE MUMMY'S CURSE trailer,https://archive.org/download/TheMummysCurseTrailer/TheMummysCurseTrailer.mp4,0037098,1944,5.6,2574.0,Action|Fantasy|Horror|Romance|Thriller
THE BODY SNATCHER 1945 trailer,https://archive.org/download/TheBodySnatcher1945Trailer/TheBodySnatcherTrailer.mp4,0037549,1945,7.3,8240.0,Horror|Thriller
THE HORN BLOWS AT MIDNIGHT trailer,https://archive.org/download/TheHornBlowsAtMidnightTrailer/TheHornBlowsAtMidnightTrailer.mp4,0037790,1945,6.7,1194.0,Comedy|Fantasy|Music
RHAPSODY IN BLUE trailer,https://archive.org/download/RhapsodyInBlueTrailer/RhapsodyInBlueTrailer.mp4,0038026,1945,7.0,1211.0,Biography|Drama|Musical|Romance
WEEK-END AT THE WALDOF trailer,https://archive.org/download/Week-endAtTheWaldofTrailer/Week-endAtTheWaldofTrailer.mp4,0038239,1945,6.6,1077.0,Comedy|Drama|Musical|Romance
THE SOUTHERNER trailer,https://archive.org/download/TheSouthernerTrailer/TheSouthernerTrailer.mp4,0038107,1946,7.1,2948.0,Drama
THE LOST WEEKEND trailer,https://archive.org/download/TheLostWeekendTrailer/TheLostWeekendTrailer.mp4,0037884,1945,7.9,33274.0,Drama|Film-Noir
CAESAR AND CLEOPATRA trailer,https://archive.org/download/CaesarAndCleopatraTrailer/CaesarAndCleopatraTrailer.mp4,0038390,1945,6.3,2568.0,Biography|Comedy|Drama|History|Romance|War
THEY WERE EXPENDABLE trailer,https://archive.org/download/TheyWereExpendableTrailer/TheyWereExpendableTrailer.mp4,0038160,1945,7.2,7528.0,Drama|War
OBJECTIVE BURMA trailer.,https://archive.org/download/ObjectiveBurmaTrailer/ObjectiveBurmaTrailer.mp4,0037954,1945,7.3,4300.0,Action|Adventure|Drama|War
WITHOUT LOVE trailer,https://archive.org/download/WithoutLoveTrailer/WithoutLoveTrailer.mp4,0038256,1945,6.7,2010.0,Comedy|Romance
THE TIME OF THEIR LIVES trailer,https://archive.org/download/TheTimeOfTheirLivesTrailer/TheTimeOfTheirLivesTrailer.mp4,0039037,1946,7.7,2947.0,Comedy|Fantasy|Romance|Thriller
THREE STRANGERS trailer,https://archive.org/download/ThreeStrangersTrailer/ThreeStrangersTrailer.mp4,0039029,1946,7.0,1820.0,Crime|Drama|Film-Noir|Thriller
LADY IN THE LAKE trailer,https://archive.org/download/LadyInTheLakeTrailer/LadyInTheLakeTrailer.mp4,0039545,1946,6.6,4969.0,Crime|Film-Noir|Mystery|Thriller
THE POSTMAN ALWAYS RINGS TWICE trailer,https://archive.org/download/ThePostmanAlwaysRingsTrailer/ThePostmanAlwaysRingsTrailer.mp4,0038854,1946,7.5,18400.0,Crime|Drama|Film-Noir|Mystery|Romance|Thriller
THE DARK CORNER trailer,https://archive.org/download/DarkCornerTrailer/DarkCornerTrailer.mp4,0038453,1946,7.1,3988.0,Crime|Drama|Film-Noir|Romance
SHE-WOLF OF LONDON trailer,https://archive.org/download/She-wolfOfLondonTrailer/She-wolfOfLondonTrailer.mp4,0038934,1946,5.3,2269.0,Crime|Horror|Mystery|Thriller
MY DARLING CLEMENTINE trailer,https://archive.org/download/MyDarlingClementineTrailer/MyDarlingClementineTrailer.mp4,0038762,1946,7.8,21378.0,Biography|Drama|Romance|Western
IT'S A WONDERFUL LIFE trailer,https://archive.org/download/ItsAWonderfulLifeTrailer/ItsAWonderfulLifeTrailer.mp4,0038650,1946,8.6,394663.0,Drama|Family|Fantasy
DUEL IN THE SUN trailer,https://archive.org/download/DuelInTheSunTrailer/DuelInTheSunTrailer.mp4,0038499,1946,6.8,7949.0,Drama|Romance|Western
13 RUE MADELEINE trailer,https://archive.org/download/13RueMadeleineTrailer/13RueMadeleineTrailer.mp4,0038279,1946,6.9,2648.0,Action|Adventure|Drama|Thriller|War
THE KILLERS trailer,https://archive.org/download/TheKillersTrailer/TheKillersTrailer.mp4,0038669,1946,7.8,19030.0,Crime|Drama|Film-Noir|Mystery
DRAGONWYCK trailer,https://archive.org/download/DragonwyckTrailer/DragonwyckTrailer.mp4,0038492,1946,7.0,3733.0,Drama|Thriller|Mystery|Romance
THE BEAST WITH FIVE FINGERS trailer,https://archive.org/download/TheBeastWithFiveFingersTrailer/TheBeastWithFiveFingersTrailer.mp4,0038338,1946,6.6,2297.0,Horror|Mystery
THE BACHELOR & THE BOBBY-SOXER trailer,https://archive.org/download/TheBachelorTheBobby-soxerTrailer/TheBachelorTheBobby-soxerTrailer.mp4,0039169,1947,7.3,7695.0,Comedy|Romance
THE RED HOUSE trailer,https://archive.org/download/TheRedHouseTrailer/TheRedHouseTrailer.mp4,0039757,1947,6.8,3372.0,Drama|Film-Noir|Mystery|Thriller
THE HUCKSTERS trailer.,https://archive.org/download/TheHuckstersTrailer/TheHuckstersTrailer.mp4,0039477,1947,6.7,1364.0,Drama|Comedy|Romance
SINBAD THE SAILOR 1947 trailer,https://archive.org/download/SinbadTheSailor1947Trailer/SinbadTheSailor1947Trailer.mp4,0039826,1947,6.2,1831.0,Adventure|Fantasy|Romance
GREEN DOLPHIN STREET trailer,https://archive.org/download/GreenDolphinStreetTrailer/GreenDolphinStreetTrailer.mp4,0039437,1946,6.8,1307.0,Adventure|Romance|Drama
THE TWO MRS CARROLLS trailer,https://archive.org/download/TheTwoMrsCarrollsTrailer/TheTwoMrsCarrollsTrailer.mp4,0039926,1947,6.9,3515.0,Crime|Drama|Film-Noir|Thriller
DAISY KENYON trailer,https://archive.org/download/DaisyKenyonTrailer/DaisyKenyonTrailer.mp4,0039294,1947,6.7,2083.0,Drama|Romance
THE EGG AND I trailer,https://archive.org/download/TheEggAndITrailer/TheEggAndITrailer.mp4,0039349,1947,7.1,2371.0,Comedy|Romance
DARK PASSAGE trailer,https://archive.org/download/DarkPassageTrailer/DarkPassageTrailer.mp4,0039302,1947,7.5,17551.0,Film-Noir|Thriller
THE WISTFUL WIDOW OF WAGON GAP trailer,https://archive.org/download/TheWistfulWidowOfWagonGapTrailer/TheWistfulWidowOfWagonGapTrailer.mp4,0039998,1947,6.8,1025.0,Action|Comedy|Family|Romance|Western
THE TREASURE OF THE SIERRA MADRE trailer.,https://archive.org/download/TheTreasureOfTheSierraMadreTrailer/TheTreasureOfTheSierraMadreTrailer.mp4,0040897,1948,8.2,113308.0,Adventure|Drama|Western
UNFAITHFULLY YOURS trailer,https://archive.org/download/UnfaithfullyYoursTrailer/UnfaithfullyYoursTrailer.mp4,0040919,1948,7.6,4577.0,Comedy|Music|Romance|Thriller
MR BLANDINGS BUILDS HIS DREAM HOUSE trailer,https://archive.org/download/MrBlandingsBuildsHisDreamHouseTrailer/MrBlandingsBuildsHisDreamHouseTrailer.mp4,0040613,1948,7.3,10161.0,Comedy|Romance
CALL NORTHSIDE 777 trailer,https://archive.org/download/CallNorthside777Trailer/CallNorthside777Trailer.mp4,0040202,1948,7.4,7919.0,Drama|Film-Noir
THE BIG CLOCK trailer,https://archive.org/download/TheBigClockTrailer/TheBigClockTrailer.mp4,0040160,1948,7.7,7702.0,Crime|Drama|Film-Noir|Mystery|Thriller
KEY LARGO trailer,https://archive.org/download/KeyLargoTrailer/KeyLargoTrailer.mp4,0040506,1948,7.8,36759.0,Action|Crime|Drama|Film-Noir|Thriller
FORT APACHE trailer.,https://archive.org/download/FortApacheTrailer/FortApacheTrailer.mp4,0040369,1948,7.5,16306.0,Action|Adventure|Western
JUNE BRIDE trailer,https://archive.org/download/JuneBrideTrailer/JuneBrideTrailer.mp4,0040499,1948,7.0,1607.0,Comedy
COMMAND DECISION trailer,https://archive.org/download/CommandDecisionTrailer/CommandDecisionTrailer.mp4,0040242,1948,7.3,1870.0,Action|Drama|War
I REMEMBER MAMA trailer.,https://archive.org/download/IRememberMamaTrailer/IRememberMamaTrailer.mp4,0040458,1948,7.9,4950.0,Drama|Family
OLIVER TWIST 1948 trailer,https://archive.org/download/OliverTwist1948/OliverTwist1948Trailer.mp4,0040662,1948,7.8,11224.0,Drama
A CONNECTICUT YANKEE IN KING ARTHUR'S COURT trailer,https://archive.org/download/AConnecticutYankeeInKingArthursCourtTrailer/AConnecticutYankeeInKingArthursCourtTrailer.mp4,0041259,1948,6.6,2164.0,Comedy|Family|Fantasy|Musical
CRY OF THE CITY trailer,https://archive.org/download/CryOfTheCityTrailer/CryOfTheCityTrailer.mp4,0040257,1948,7.2,2407.0,Crime|Drama|Film-Noir
WHITE HEAT trailer,https://archive.org/download/WhiteHeatTrailer/WhiteHeatTrailer.mp4,0042041,1949,8.1,29492.0,Action|Crime|Drama|Film-Noir
A LETTER TO THREE WIVES trailer,https://archive.org/download/ALetterToThreeWivesTrailer/ALetterToThreeWivesTrailer.mp4,0041587,1949,7.7,8399.0,Drama|Romance
THE BIG STEAL 1949 trailer,https://archive.org/download/TheBigSteal1949Trailer/TheBigSteal1949Trailer.mp4,0041178,1949,7.0,4105.0,Crime|Film-Noir|Romance|Thriller
SHE WORE A YELLOW RIBBON trailer,https://archive.org/download/SheWoreAYellowRibbonTrailer/SheWoreAYellowRibbonTrailer.mp4,0041866,1949,7.3,15773.0,Western
THE FOUNTAINHEAD trailer,https://archive.org/download/TheFountainheadTrailer/TheFountainheadTrailer.mp4,0041386,1949,7.1,9401.0,Drama|Romance
HOUSE OF STRANGERS trailer.,https://archive.org/download/HouseOfStrangersTrailer/HouseOfStrangersTrailer.mp4,0041487,1949,7.4,2911.0,Crime|Drama|Film-Noir|Thriller
WHERE THE SIDEWALK ENDS trailer,https://archive.org/download/WhereTheSidewalkEndsTrailer/WhereTheSidewalkEndsTrailer.mp4,0043132,1950,7.6,7745.0,Crime|Drama|Film-Noir
THE BLACK ROSE 1950 trailer,https://archive.org/download/TheBlackRose1950Trailer/TheBlackRoseTrailer.mp4,0042256,1950,6.3,1805.0,Adventure|History|Romance|War
THE ASPHALT JUNGLE trailer,https://archive.org/download/TheAsphaltJungleTrailer/TheAsphaltJungleTrailer.mp4,0042208,1950,7.9,23836.0,Crime|Drama|Film-Noir|Thriller
SUNSET BOULEVARD trailer,https://archive.org/download/SunsetBoulevardTrailer/SunsetBoulevardTrailer.mp4,0043014,1950,8.4,199618.0,Drama|Film-Noir
ROCKETSHIP X-M trailer,https://archive.org/download/RocketshipX-mTrailer/RocketshipX-mTrailer.mp4,0042897,1950,4.9,2057.0,Sci-Fi
KIM trailer,https://archive.org/download/KimTrailer/KimTrailer.mp4,0042644,1950,6.6,1778.0,Adventure|Drama|Family
IN A LONELY PLACE. trailer,https://archive.org/download/InALonelyPlace.Trailer/InALonelyPlace.Trailer.mp4,0042593,2007,8.0,26328.0,Drama|Film-Noir|Mystery|Romance|Thriller
KING SOLOMON'S MINES 1950 trailer,https://archive.org/download/KingSolomonsMines1950Trailer/KingSolomonsMines1950Trailer.mp4,0042646,1950,6.8,5654.0,Action|Adventure|Romance
HE RAN ALL THE WAY trailer,https://archive.org/download/HeRanAllTheWayTrailer/HeRanAllTheWayTrailer.mp4,0043625,1951,7.0,1903.0,Crime|Drama|Film-Noir|Thriller
THE LAVENDER HILL MOB trailer,https://archive.org/download/TheLavenderHillMobTrailer/TheLavenderHillMobTrailer.mp4,0044829,1951,7.6,12689.0,Comedy|Crime
FIXED BAYONETS trailer,https://archive.org/download/FixedBayonetsTrailer_559/FixedBayonetsTrailer.mp4,0043540,1951,6.9,1696.0,Action|Drama|War
THE MAN FROM PLANET X trailer.,https://archive.org/download/TheManFromPlanetXTrailer/TheManFromPlanetXTrailer.mp4,0043778,1951,5.8,2408.0,Horror|Romance|Sci-Fi|Thriller
FOURTEEN HOURS trailer,https://archive.org/download/FourteenHoursTrailer/FourteenHoursTrailet.mp4,0043560,1951,7.1,2250.0,Drama|Film-Noir|Thriller
THE THING FROM ANOTHER WORLD trailer 2,https://archive.org/download/TheThingFromAnotherWorldTrailer2/TheThingFromAnotherWorldTrailer2.mp4,0044121,1951,7.1,25625.0,Horror|Sci-Fi
AN AMERICAN IN PARIS trailer,https://archive.org/download/AnAmericanInParisTrailer/AnAmericanInParisTrailer.mp4,0043278,1951,7.2,30236.0,Drama|Musical|Romance
HOUSE ON TELEGRAPH HILL trailer,https://archive.org/download/HouseOnTelegraphHillTrailer/HouseOnTelegraphHillTrailer.mp4,0043660,1951,7.0,2576.0,Crime|Drama|Film-Noir|Mystery|Thriller
ON DANGEROUS GROUND trailer,https://archive.org/download/OnDangerousGroundTrailer/OnDangerousGroundTrailer.mp4,0043879,1951,7.3,6225.0,Drama|Film-Noir
NO HIGHWAY IN THE SKY trailer,https://archive.org/download/NoHighwayInTheSkyTrailer/NoHighwayInTheSkyTrailer.mp4,0043859,1951,7.2,3258.0,Drama|Thriller
HALLS OF MONTEZUMA trailer,https://archive.org/download/HallsOfMontezumaTrailer/HallsOfMontezumaTrailer.mp4,0042539,1951,6.6,2463.0,Action|Adventure|Drama|War
CAPTAIN HORATIO HORNBLOWER trailer,https://archive.org/download/CaptainHoratioHornblowerTrailer/CaptainHoratioHornblowerTrailer.mp4,0043379,1951,7.3,6075.0,Action|Adventure|Drama|History|War
THE DESERT FOX trailer,https://archive.org/download/TheDesertFoxTrailer/TheDesertFoxTrailer.mp4,0043461,1951,6.9,5642.0,Biography|Drama|War
STRANGERS ON A TRAIN trailer,https://archive.org/download/StrangersOnATrainTrailer/StrangersOnATrainTrailer.mp4,0044079,1951,7.9,122551.0,Crime|Film-Noir|Thriller
BRIDE OF THE GORILLA trailer,https://archive.org/download/BrideOfTheGorillaTrailer/BrideOfTheGorillaTrailer.mp4,0043360,1951,4.4,1114.0,Horror
SINGIN' IN THE RAIN trailer,https://archive.org/download/SinginInTheRainTrailer/SinginInTheRainTrailer.mp4,0045152,1952,8.3,216564.0,Comedy|Musical|Romance
MONKEY BUSINESS 1952 trailer,https://archive.org/download/MonkeyBusiness1952Trailer/MonkeyBusiness1952Trailer.mp4,0044916,1952,7.0,12806.0,Comedy|Sci-Fi
SCARAMOUCHE trailer,https://archive.org/download/ScaramoucheTrailer/ScaramoucheTrailer.mp4,0045125,1952,7.5,5514.0,Action|Adventure|Comedy|Drama|Romance
DON'T BOTHER TO KNOCK trailer,https://archive.org/download/DontBotherToKnockTrailer/DontBotherToKnockTrailer.mp4,0044557,1952,6.9,5947.0,Drama|Film-Noir|Mystery|Thriller
PLYMOUTH ADVENTURE trailer,https://archive.org/download/PlymouthAdventureTrailer/PlymouthAdventureTrailer.mp4,0045039,1952,6.3,1227.0,Adventure|Drama|History|Romance
THE NARROW MARGIN trailer,https://archive.org/download/TheNarrowMarginTrailer/TheNarrowMarginTrailer.mp4,0044954,1952,7.7,6929.0,Crime|Drama|Film-Noir|Thriller
AGAINST ALL FLAGS trailer,https://archive.org/download/AgainstAllFlagsTrailer/AgainstAllFlagsTrailer.mp4,0044333,1952,6.6,2356.0,Action|Adventure|Drama|Romance
PARK ROW trailer,https://archive.org/download/ParkRowTrailet/ParkRowTrailet.mp4,0045009,1952,7.2,1478.0,Drama|Thriller
PAT AND MIKE trailer,https://archive.org/download/PatAndMikeTrailer/PatAndMikeTrailer.mp4,0045012,1952,7.0,5096.0,Comedy|Romance|Sport
5 FINGERS trailer,https://archive.org/download/5FingersTrailer/5FingersTrailer.mp4,0044314,1952,7.7,4225.0,Drama|Thriller
THE MAGNETIC MONSTER trailer,https://archive.org/download/TheMagneticMonsterTrailer/TheMagneticMonsterTrailer.mp4,0046026,1934,5.8,1045.0,Horror|Sci-Fi
CAT-WOMEN OF THE MOON trailer,https://archive.org/download/Cat-womenOfTheMoonTrailer/Cat-womenOfTheMoonTrailer.mp4,0045609,1953,4.0,1483.0,Adventure|Sci-Fi
HOW TO MARRY A MILLIONAIRE trailer,https://archive.org/download/HowToMarryAMillionaireTrailer/HowToMarryAMillionaireTrailer.mp4,0045891,1953,6.9,20374.0,Comedy|Drama|Romance
GLEN OR GLENDA trailer,https://archive.org/download/GlenOrGlendaTrailer/GlenOrGlendaTrailer.mp4,0045826,1953,4.2,7963.0,Drama
PICKUP ON SOUTH STREET trailer,https://archive.org/download/PickupOnSouthStreetTrailer/PickupOnSouthStreetTrailer.mp4,0046187,1953,7.7,12871.0,Crime|Film-Noir|Thriller
THE ROBE trailer,https://archive.org/download/TheRobeTrailer/TheRobeTrailer.mp4,0046247,1954,6.7,9236.0,Drama|History
GENTLEMEN PREFER BLONDES trailer,https://archive.org/download/GentlemenPreferBlondesTrailer/GentlemenPreferBlondesTrailer.mp4,0045810,1953,7.2,31403.0,Comedy|Musical|Romance
FROM HERE TO ETERNITY trailer,https://archive.org/download/FromHereToEternityTrailer/FromHereToEternityTrailer.mp4,0045793,1953,7.6,43028.0,Drama|Romance|War
99 RIVER STREET trailer,https://archive.org/download/99RiverStreetTrailer/99RiverStreetTrailer.mp4,0045465,1953,7.4,2567.0,Action|Crime|Drama|Film-Noir|Thriller
DANGEROUS CROSSING trailer,https://archive.org/download/DangerousCrossingTrailer/DangerousCrossingTrailer.mp4,0045669,1953,7.0,1737.0,Drama|Film-Noir|Mystery|Thriller
THE BIG HEAT trailer.,https://archive.org/download/TheBigHeatTrailer/TheBigHeatTrailer.mp4,0045555,1953,8.0,23356.0,Crime|Film-Noir|Thriller
NIAGARA trailer.,https://archive.org/download/NiagaraTrailer/NiagaraTrailer.mp4,0046126,1953,7.0,14765.0,Film-Noir|Thriller
ROBOT MONSTER trailer 2,https://archive.org/download/RobotMonsterTrailer2/RobotMonsterTrailer2.mp4,0046248,1953,3.0,4543.0,Comedy|Horror|Sci-Fi
ROMAN HOLIDAY trailer,https://archive.org/download/RomanHolidayTrailer/RomanHolidayTrailer.mp4,0046250,1953,8.0,126324.0,Comedy|Romance
PHANTOM FROM SPACE trailer,https://archive.org/download/PhantomFromSpaceTrailer/PhantomFromSpaceTrailer.mp4,0046186,1953,4.2,1104.0,Horror|Sci-Fi
MESA OF LOST WOMEN trailer,https://archive.org/download/MesaOfLostWomenTrailer/MesaOfLostWomenTrailer.mp4,0046066,1953,2.7,1383.0,Horror|Sci-Fi
JULIUS CAESAR trailer,https://archive.org/download/JuliusCaesarTrailer/JuliusCaesarTrailer.mp4,0045943,1953,7.3,10333.0,Biography|Drama|History
LITTLE FUGITIVE trailer,https://archive.org/download/LittleFugitiveTrailer/LittleFugitiveTrailer.mp4,0046004,1953,7.5,2477.0,Drama|Family
MOGAMBO trailer,https://archive.org/download/MogamboTrailer/MogamboTrailer.mp4,0046085,1953,6.7,7448.0,Adventure|Drama|Romance
ROCKET TO THE MOON trailer,https://archive.org/download/RocketToTheMoonTrailer/RocketToTheMoonTrailer.mp4,0045609,1953,4.0,1483.0,Adventure|Sci-Fi
ISLAND IN THE SKY trailer,https://archive.org/download/IslandInTheSkyTrailer/IslandInTheSkyTrailer.mp4,0045919,1953,6.9,3067.0,Adventure|Drama
THUNDER BAY trailer,https://archive.org/download/ThunderBayTrailer/ThunderBayTrailer.mp4,0046425,1953,6.6,1536.0,Adventure|Drama
RIVER OF NO RETURN trailer,https://archive.org/download/RiverOfNoReturnTrailer/RiverOfNoReturnTrailer.mp4,0047422,1954,6.6,10416.0,Action|Adventure|Drama|Music|Romance|Western
REAR WINDOW trailer,https://archive.org/download/RearWindowTrailer/RearWindowTrailer.mp4,0047396,1954,8.4,439852.0,Mystery|Thriller
WITNESS TO MURDER trailer,https://archive.org/download/WitnessToMurderTrailer/WitnessToMurderTrailer.mp4,0047679,1954,6.7,2358.0,Crime|Drama|Film-Noir|Thriller
DIAL M FOR MURDER trailer,https://archive.org/download/DialMForMurderTrailer/DialMForMurderTrailer.mp4,0046912,1954,8.2,156578.0,Crime|Thriller
THE HIGH AND THE MIGHTY trailer & promo,https://archive.org/download/TheHighAndTheMightyTrailerPromo/TheHighAndTheMightyTrailer1.mp4,0047086,1954,6.8,5351.0,Action|Adventure|Drama|Thriller
DEMETRIUS AND THE GLADIATORS trailer,https://archive.org/download/DemetriusAndTheGladiatorsTrailer/DemetriusAndTheGladiatorsTrailer.mp4,0046899,1954,6.6,3378.0,Action|Drama|History
DEVIL GIRL FROM MARS trailer,https://archive.org/download/DevilGirlFromMarsTrailer/DevilGirlFromMarsTrailer.mp4,0046907,1954,5.0,1260.0,Horror|Sci-Fi
HOBSON'S CHOICE trailer,https://archive.org/download/HobsonsChoiceTrailer/HobsonsChoiceTrailer.mp4,0047094,1954,7.7,6506.0,Comedy|Drama|Romance
HIS MAJESTY O'KEEFE trailer,https://archive.org/download/HisMajestyOkeefeTrailer/HisMajestyOkeefeTrailer.mp4,0045876,1954,6.2,1139.0,Action|Adventure|Biography|Drama|Romance
VALLEY OF THE KINGS trailer,https://archive.org/download/ValleyOfTheKingsTrailer/ValleyOfTheKingsTrailer.mp4,0047641,1954,6.0,1246.0,Adventure
TARGET EARTH trailer,https://archive.org/download/TargetEarthTrailer/TargetEarthTrailer.mp4,0047559,1954,5.6,1041.0,Horror|Sci-Fi
THE SEVEN YEAR ITCH trailer,https://archive.org/download/TheSevenYearItchThailer/TheSevenYearItchThailer.mp4,0048605,1955,7.1,33858.0,Comedy|Romance
THE TROUBLE WITH HARRY trailer,https://archive.org/download/TheTroubleWithHarryTrailer/TheTroubleWithHarryTrailer.mp4,0048750,1955,7.1,33423.0,Comedy|Mystery
BRIDE OF THE MONSTER trailer 2,https://archive.org/download/BrideOfTheMonsterTrailer2/BrideOfTheMonsterTrailer2.mp4,0047898,1955,4.2,6537.0,Horror|Sci-Fi
KING DINOSAUR trailer,https://archive.org/download/KingDinosaurTrailer/KingDinosaurTrailer.mp4,0048256,1955,2.1,1225.0,Adventure|Sci-Fi
BLOOD ALLEY trailer,https://archive.org/download/BloodAlleyTrailer/BloodAlleyTrailer.mp4,0047889,1955,6.3,2805.0,Action|Adventure
CREATURE WITH THE ATOM BRAIN trailer,https://archive.org/download/CreatureWithTheAtomBrainTrailer/CreatureWithTheAtomBrainTrailer.mp4,0047960,1955,5.5,1103.0,Crime|Horror|Sci-Fi|Thriller
REVENGE OF THE CREATURE trailer,https://archive.org/download/RevengeOfTheCreatureTrailer/RevengeOfTheCreatureTrailer.mp4,0048554,1955,5.7,5463.0,Horror|Sci-Fi
MARCELLINO PANE E VINO trailer,https://archive.org/download/MarcellinoPaneEVinoTrailer/MarcellinoPaneEVinoTrailer.mp4,0047216,1955,7.1,2081.0,Comedy|Drama
TO CATCH A THIEF trailer,https://archive.org/download/ToCatchAThiefTrailer/ToCatchAThiefTrailer.mp4,0048728,1955,7.4,64266.0,Mystery|Romance|Thriller
MARTY trailer,https://archive.org/download/MartyTrailer/MartyTrailer.mp4,0048356,1955,7.7,21276.0,Drama|Romance
THE SEA CHASE trailer,https://archive.org/download/TheSeaChaseTrailer/TheSeaChaseTrailer.mp4,0048593,1955,6.5,2766.0,Action|Drama|War
